Order_ID,Date,Financial_Year,Quarter,Month,Region,Department,Product,Customer_Segment,Salesperson,Units_Sold,Sales_Revenue,COGS,Gross_Profit,Operating_Expenses,Net_Profit,Budget_Sales,Sales_Variance,Profit_Margin_Percent,Growth_Percent,Currency
ORD-104948,06-12-2023,FY2023,Q4,December,North,Office Supplies,File Folder,Consumer,Rahul,17,495149.43,294368.39,200781.04,62622.96,138158.08,467815.8,27333.63,27.9,1.48,INR
ORD-104628,06-12-2023,FY2023,Q4,December,North,Consumer Goods,Water Bottle,Consumer,Neha,4,54858.46,30028.21,24830.25,7193.62,17636.63,52101.04,2757.43,32.15,24.71,INR
ORD-103700,06-12-2023,FY2023,Q4,December,Central,Healthcare,Medical Kit,Corporate,Sneha,13,73192.86,38780.98,34411.88,10342.56,24069.33,74265.17,-1072.3,32.88,5.53,INR
ORD-104737,06-12-2023,FY2023,Q4,December,South,Technology,Smartphone,Small Business,Priya,3,84178.27,61815.53,22362.74,15179.48,7183.25,86422.07,-2243.8,8.53,12.82,INR
ORD-103579,06-12-2023,FY2023,Q4,December,West,Office Supplies,Paper Pack,Consumer,Rohit,7,219600.58,162496.07,57104.51,31837.31,25267.2,244070.98,-24470.39,11.51,14.81,INR
ORD-102600,07-12-2023,FY2023,Q4,December,Central,Furniture,Bookshelf,Consumer,Rohit,6,36457.97,27153.14,9304.83,4164.41,5140.42,34917.07,1540.9,14.1,-4.52,INR
ORD-100355,07-12-2023,FY2023,Q4,December,East,Technology,Laptop,Corporate,Rohit,11,363006.32,197298.25,165708.06,37456.6,128251.47,364818.33,-1812.02,35.33,-4.57,INR
ORD-101754,07-12-2023,FY2023,Q4,December,South,Technology,Tablet,Small Business,Rahul,5,21427.1,13789.42,7637.68,3340.61,4297.07,19693.9,1733.2,20.05,-2.93,INR
ORD-102464,07-12-2023,FY2023,Q4,December,East,Technology,Tablet,Corporate,Anjali,16,295649.48,180135,115514.49,60354,55160.48,327293.59,-31644.11,18.66,10.55,INR
ORD-104311,07-12-2023,FY2023,Q4,December,East,Consumer Goods,Calculator,Consumer,Neha,19,653309.63,506778.39,146531.24,71587.46,74943.77,642748.35,10561.27,11.47,9.74,INR
ORD-103907,08-12-2023,FY2023,Q4,December,South,Technology,Smartphone,Consumer,Sneha,5,58504.09,31069.32,27434.77,10069.3,17365.47,60901.95,-2397.86,29.68,2.8,INR
ORD-100900,08-12-2023,FY2023,Q4,December,North,Healthcare,First Aid Box,Small Business,Rahul,17,354764.52,240702.17,114062.35,37380.56,76681.8,324682.65,30081.87,21.61,11.04,INR
ORD-101711,08-12-2023,FY2023,Q4,December,East,Healthcare,Gloves,Small Business,Rahul,1,31322.24,23366.77,7955.48,3810.41,4145.07,29708.6,1613.64,13.23,11.83,INR
ORD-103068,08-12-2023,FY2023,Q4,December,Central,Consumer Goods,Water Bottle,Corporate,Rahul,10,470884.3,327030.19,143854.11,60970.21,82883.9,431280.4,39603.9,17.6,-4.46,INR
ORD-101006,08-12-2023,FY2023,Q4,December,South,Office Supplies,Paper Pack,Consumer,Sneha,15,319824.95,240091.84,79733.11,66202.72,13530.39,302033.66,17791.29,4.23,13.91,INR
ORD-101764,08-12-2023,FY2023,Q4,December,South,Office Supplies,Paper Pack,Consumer,Amit,8,43862.22,33057.16,10805.06,8272.16,2532.9,45063.32,-1201.1,5.77,-4.41,INR
ORD-104746,09-12-2023,FY2023,Q4,December,West,Office Supplies,Pen Set,Consumer,Rahul,8,151525.28,81687.62,69837.65,20554.76,49282.9,156406.13,-4880.85,32.52,-4.41,INR
ORD-101596,09-12-2023,FY2023,Q4,December,East,Furniture,Bookshelf,Consumer,Priya,16,32099.4,23849.06,8250.35,4010.83,4239.52,32253.11,-153.71,13.21,22.82,INR
ORD-102416,09-12-2023,FY2023,Q4,December,North,Consumer Goods,Headphones,Consumer,Rohit,12,406467.32,233182.65,173284.68,48840.12,124444.56,409872.73,-3405.41,30.62,-6.18,INR
ORD-102596,09-12-2023,FY2023,Q4,December,Central,Office Supplies,Pen Set,Consumer,Rahul,19,841373.16,568912.21,272460.95,98406.85,174054.1,791498.84,49874.31,20.69,14.58,INR
ORD-102200,10-12-2023,FY2023,Q4,December,West,Healthcare,Medical Kit,Corporate,Priya,14,110909.34,79725.36,31183.98,16753.59,14430.39,100818.67,10090.67,13.01,10.32,INR
ORD-104762,10-12-2023,FY2023,Q4,December,North,Technology,Monitor,Corporate,Amit,3,97564.04,70754.74,26809.31,11611.51,15197.79,105970.41,-8406.37,15.58,0.2,INR
ORD-100011,10-12-2023,FY2023,Q4,December,North,Consumer Goods,Backpack,Consumer,Rahul,1,29587.55,21728.94,7858.61,3401.12,4457.49,26923.18,2664.37,15.07,24.19,INR
ORD-101819,11-12-2023,FY2023,Q4,December,Central,Furniture,Cabinet,Consumer,Amit,20,542957.19,365163.88,177793.31,114602.61,63190.7,518958.24,23998.95,11.64,3.63,INR
ORD-104780,11-12-2023,FY2023,Q4,December,West,Technology,Printer,Corporate,Vikas,8,129375.95,100570.05,28805.9,18691.34,10114.55,123902.61,5473.34,7.82,19.81,INR
ORD-104770,11-12-2023,FY2023,Q4,December,North,Furniture,Desk,Small Business,Rohit,10,427424.69,291315.66,136109.03,64975.46,71133.57,385685.58,41739.11,16.64,-0.84,INR
ORD-104005,11-12-2023,FY2023,Q4,December,West,Consumer Goods,Headphones,Consumer,Vikas,1,34143.23,24340.69,9802.54,5056.08,4746.46,31578.07,2565.16,13.9,18.61,INR
ORD-101543,11-12-2023,FY2023,Q4,December,East,Furniture,Conference Table,Consumer,Sneha,4,86046.35,53206.7,32839.65,17513.12,15326.52,84975.79,1070.55,17.81,16.71,INR
ORD-103802,11-12-2023,FY2023,Q4,December,Central,Office Supplies,File Folder,Consumer,Priya,13,542725.31,358914.89,183810.42,65179.78,118630.64,552419.54,-9694.22,21.86,-4.25,INR
ORD-100185,12-12-2023,FY2023,Q4,December,Central,Furniture,Desk,Corporate,Vikas,8,18585.67,13096.89,5488.78,2307.06,3181.72,18720.86,-135.19,17.12,-0.22,INR
ORD-100836,12-12-2023,FY2023,Q4,December,East,Furniture,Office Chair,Corporate,Anjali,15,481318.5,322009.82,159308.69,102736.61,56572.07,458219.17,23099.33,11.75,6.89,INR
ORD-100640,12-12-2023,FY2023,Q4,December,Central,Technology,Smartphone,Consumer,Priya,8,60350.4,33122.73,27227.67,8838.63,18389.04,56322,4028.4,30.47,11.48,INR
ORD-104738,13-12-2023,FY2023,Q4,December,South,Technology,Monitor,Small Business,Rohit,9,320609.03,211939.26,108669.77,58352.08,50317.69,342238.85,-21629.82,15.69,2.47,INR
ORD-102439,13-12-2023,FY2023,Q4,December,East,Office Supplies,Paper Pack,Corporate,Rohit,14,269346.83,199444.38,69902.45,38496.72,31405.72,261305.31,8041.52,11.66,4.35,INR
ORD-100879,13-12-2023,FY2023,Q4,December,North,Technology,Monitor,Corporate,Amit,6,272434.04,174331.85,98102.19,43124.07,54978.11,283761.11,-11327.06,20.18,8.81,INR
ORD-104618,14-12-2023,FY2023,Q4,December,Central,Healthcare,Gloves,Consumer,Rohit,9,433843.3,259618.13,174225.16,39974.83,134250.33,444156.49,-10313.19,30.94,18.01,INR
ORD-102432,14-12-2023,FY2023,Q4,December,West,Healthcare,Medical Kit,Small Business,Priya,4,198504.77,138202.12,60302.64,23916.56,36386.08,208341.44,-9836.67,18.33,-4.56,INR
ORD-101734,14-12-2023,FY2023,Q4,December,East,Technology,Monitor,Consumer,Amit,16,146313.98,97637.66,48676.32,27128.65,21547.67,139845.28,6468.7,14.73,16.78,INR
ORD-100478,14-12-2023,FY2023,Q4,December,Central,Technology,Smartphone,Corporate,Rahul,2,79839.17,45917.75,33921.42,9421.17,24500.25,80867.11,-1027.95,30.69,-7.4,INR
ORD-104507,14-12-2023,FY2023,Q4,December,West,Technology,Smartphone,Corporate,Rahul,18,110247.8,60386.84,49860.96,13033.8,36827.16,112975.38,-2727.58,33.4,22.53,INR
ORD-103516,14-12-2023,FY2023,Q4,December,North,Healthcare,Medical Kit,Corporate,Vikas,2,79160.24,51065.16,28095.08,14315.81,13779.27,84925.72,-5765.48,17.41,19.61,INR
ORD-101207,15-12-2023,FY2023,Q4,December,West,Furniture,Bookshelf,Corporate,Sneha,7,207568.33,123131.49,84436.84,25015.93,59420.91,221284.49,-13716.16,28.63,3.86,INR
ORD-101321,15-12-2023,FY2023,Q4,December,North,Furniture,Desk,Consumer,Sneha,3,135592.48,76060.9,59531.57,24693.13,34838.44,139008.41,-3415.94,25.69,21.65,INR
ORD-102983,15-12-2023,FY2023,Q4,December,Central,Consumer Goods,Travel Bag,Corporate,Amit,20,83572.75,52326.4,31246.36,6893.37,24352.99,87932.7,-4359.95,29.14,24.39,INR
ORD-103835,15-12-2023,FY2023,Q4,December,Central,Office Supplies,File Folder,Corporate,Sneha,3,140901.84,96017.6,44884.24,14600.96,30283.28,154266.17,-13364.33,21.49,14.82,INR
ORD-100710,16-12-2023,FY2023,Q4,December,Central,Consumer Goods,Calculator,Small Business,Amit,2,4546.54,3376.89,1169.65,821.2,348.45,4587.31,-40.77,7.66,-2.67,INR
ORD-101932,16-12-2023,FY2023,Q4,December,North,Consumer Goods,Travel Bag,Consumer,Rohit,16,538983.6,353436.54,185547.06,80557.54,104989.53,526978.68,12004.93,19.48,10.7,INR
ORD-100649,16-12-2023,FY2023,Q4,December,Central,Consumer Goods,Headphones,Small Business,Priya,20,383874.44,240146.31,143728.13,65028.37,78699.76,372124.99,11749.45,20.5,0.68,INR
ORD-101628,16-12-2023,FY2023,Q4,December,Central,Consumer Goods,Travel Bag,Consumer,Priya,4,91647.79,55504.45,36143.33,19620.68,16522.66,102137.31,-10489.52,18.03,-7.6,INR
ORD-104136,16-12-2023,FY2023,Q4,December,Central,Healthcare,Thermometer,Consumer,Priya,15,332580.09,235782.47,96797.62,62347.59,34450.03,307775.71,24804.37,10.36,12.35,INR
ORD-103968,17-12-2023,FY2023,Q4,December,South,Consumer Goods,Backpack,Small Business,Priya,4,113127.89,58914.98,54212.91,11927.01,42285.9,102990.03,10137.86,37.38,-7.98,INR
ORD-103611,17-12-2023,FY2023,Q4,December,Central,Technology,Laptop,Corporate,Vikas,19,313881.23,172074.23,141807,60735.88,81071.12,286871.86,27009.37,25.83,9.1,INR
ORD-101958,17-12-2023,FY2023,Q4,December,Central,Healthcare,Thermometer,Corporate,Neha,1,22807.09,15062.47,7744.62,3858.68,3885.93,22531.36,275.73,17.04,0.45,INR
ORD-104931,18-12-2023,FY2023,Q4,December,East,Technology,Monitor,Consumer,Vikas,5,75354.27,43878.83,31475.44,7052.68,24422.76,69485.66,5868.61,32.41,14.66,INR
ORD-101215,19-12-2023,FY2023,Q4,December,South,Consumer Goods,Calculator,Consumer,Amit,10,39386.18,24800.67,14585.51,4410.28,10175.24,43536.56,-4150.38,25.83,19.3,INR
ORD-101424,19-12-2023,FY2023,Q4,December,Central,Office Supplies,Stapler,Small Business,Priya,2,95803.34,71532.24,24271.1,16265.22,8005.88,95224.87,578.46,8.36,-1.8,INR
ORD-101692,19-12-2023,FY2023,Q4,December,Central,Healthcare,BP Monitor,Corporate,Rohit,2,15675.04,9291.05,6383.99,1444.55,4939.44,16710.82,-1035.78,31.51,16.09,INR
ORD-102285,19-12-2023,FY2023,Q4,December,East,Consumer Goods,Water Bottle,Small Business,Neha,14,113367.57,86096.89,27270.68,17542.89,9727.8,123073.75,-9706.18,8.58,17.91,INR
ORD-103010,20-12-2023,FY2023,Q4,December,North,Office Supplies,Stapler,Corporate,Sneha,18,126260.54,71274.42,54986.12,12504.73,42481.39,116189.88,10070.66,33.65,10.27,INR
ORD-101715,20-12-2023,FY2023,Q4,December,South,Technology,Monitor,Consumer,Neha,9,126195.72,87968.37,38227.36,12634.31,25593.05,133237.16,-7041.44,20.28,1.44,INR
ORD-102753,20-12-2023,FY2023,Q4,December,West,Technology,Tablet,Consumer,Priya,2,35322.35,26237.51,9084.83,6519.65,2565.19,32086.18,3236.17,7.26,21.68,INR
ORD-104100,21-12-2023,FY2023,Q4,December,South,Consumer Goods,Calculator,Small Business,Neha,12,424450.37,236842.81,187607.57,74028.23,113579.33,408681.35,15769.02,26.76,-4.09,INR
ORD-102823,22-12-2023,FY2023,Q4,December,East,Healthcare,Thermometer,Consumer,Rahul,20,581136.84,419858.75,161278.1,111212.17,50065.92,584339.49,-3202.65,8.62,-2.27,INR
ORD-100848,22-12-2023,FY2023,Q4,December,East,Healthcare,Thermometer,Consumer,Anjali,18,36063.13,22421.82,13641.31,5892.57,7748.74,35320.5,742.62,21.49,18.93,INR
ORD-101221,22-12-2023,FY2023,Q4,December,Central,Technology,Laptop,Corporate,Sneha,18,262351.49,142357.48,119994,53110.99,66883.02,248024.31,14327.18,25.49,-2.77,INR
ORD-101236,22-12-2023,FY2023,Q4,December,North,Office Supplies,Stapler,Small Business,Neha,2,22985.49,15253.91,7731.59,4984.24,2747.35,23761.2,-775.7,11.95,-0.71,INR
ORD-102121,22-12-2023,FY2023,Q4,December,Central,Technology,Tablet,Corporate,Amit,14,152203.88,91159.74,61044.13,13169.96,47874.17,150961.92,1241.95,31.45,-4.4,INR
ORD-100357,23-12-2023,FY2023,Q4,December,North,Technology,Smartphone,Small Business,Rahul,16,416534.03,316968.08,99565.95,40706.32,58859.63,424570.29,-8036.25,14.13,8.69,INR
ORD-102942,23-12-2023,FY2023,Q4,December,East,Furniture,Cabinet,Small Business,Rahul,12,161289.89,110014.15,51275.74,18796.74,32479,153001.76,8288.13,20.14,5.25,INR
ORD-104516,24-12-2023,FY2023,Q4,December,South,Furniture,Cabinet,Corporate,Amit,8,20774.26,12794.45,7979.81,3496.55,4483.26,20747.72,26.54,21.58,1.42,INR
ORD-102708,24-12-2023,FY2023,Q4,December,Central,Technology,Smartphone,Small Business,Rahul,15,80358.59,53926.58,26432.01,8648.87,17783.14,83924.86,-3566.27,22.13,-3.92,INR
ORD-100502,24-12-2023,FY2023,Q4,December,West,Healthcare,BP Monitor,Consumer,Vikas,4,33560.87,19700.27,13860.6,2930.37,10930.23,37071.63,-3510.76,32.57,12.94,INR
ORD-102606,25-12-2023,FY2023,Q4,December,North,Consumer Goods,Calculator,Small Business,Anjali,17,541605.36,393152.67,148452.69,104622.34,43830.35,577955.54,-36350.18,8.09,18.08,INR
ORD-104481,25-12-2023,FY2023,Q4,December,East,Technology,Monitor,Small Business,Sneha,4,18537.69,9750.68,8787.02,2518.82,6268.2,18075.15,462.54,33.81,3.6,INR
ORD-100623,26-12-2023,FY2023,Q4,December,South,Healthcare,Gloves,Consumer,Anjali,4,159097.07,83895.02,75202.04,27752.63,47449.41,171584.1,-12487.03,29.82,-3.89,INR
ORD-104019,26-12-2023,FY2023,Q4,December,North,Technology,Tablet,Corporate,Neha,2,49807.58,29202.55,20605.03,10868.39,9736.65,45114.4,4693.18,19.55,21.34,INR
ORD-102540,26-12-2023,FY2023,Q4,December,Central,Healthcare,Thermometer,Consumer,Rahul,6,154429.05,81915.87,72513.18,25410.01,47103.17,151449.68,2979.37,30.5,0.57,INR
ORD-101241,26-12-2023,FY2023,Q4,December,North,Office Supplies,File Folder,Small Business,Priya,17,334170.94,227239.22,106931.72,34668.94,72262.78,327431.99,6738.95,21.62,13.39,INR
ORD-101937,26-12-2023,FY2023,Q4,December,North,Furniture,Desk,Corporate,Amit,8,21936.87,12526.17,9410.7,4357.64,5053.06,21296.12,640.75,23.03,3.12,INR
ORD-103744,26-12-2023,FY2023,Q4,December,North,Technology,Tablet,Corporate,Rahul,1,32027.52,19197.74,12829.78,3752.2,9077.58,29257.5,2770.01,28.34,-6.69,INR
ORD-101549,27-12-2023,FY2023,Q4,December,East,Furniture,Conference Table,Small Business,Priya,3,125342.78,93833.13,31509.65,17740.49,13769.15,114367.15,10975.63,10.99,24.25,INR
ORD-101753,27-12-2023,FY2023,Q4,December,South,Technology,Laptop,Corporate,Rahul,18,219508.02,170454.97,49053.05,45714.03,3339.03,218756.54,751.48,1.52,18.3,INR
ORD-103195,27-12-2023,FY2023,Q4,December,South,Technology,Smartphone,Consumer,Rahul,6,245536.59,141090.06,104446.53,46815.84,57630.69,232369.94,13166.65,23.47,7.75,INR
ORD-102913,27-12-2023,FY2023,Q4,December,North,Office Supplies,File Folder,Small Business,Vikas,5,154873.35,85809.07,69064.28,24674.92,44389.36,157848.07,-2974.73,28.66,11.33,INR
ORD-102893,28-12-2023,FY2023,Q4,December,North,Furniture,Cabinet,Consumer,Amit,15,582746.02,380679.95,202066.08,58363.32,143702.76,565269.68,17476.34,24.66,0.02,INR
ORD-102959,28-12-2023,FY2023,Q4,December,North,Consumer Goods,Calculator,Consumer,Anjali,5,219387.23,126835.67,92551.56,45647.59,46903.97,227341.01,-7953.77,21.38,0.18,INR
ORD-102015,28-12-2023,FY2023,Q4,December,South,Consumer Goods,Backpack,Small Business,Rahul,16,409490.23,307588.87,101901.35,85202.81,16698.54,372209.56,37280.67,4.08,24.56,INR
ORD-102447,28-12-2023,FY2023,Q4,December,Central,Healthcare,First Aid Box,Consumer,Priya,2,85522.54,46223.04,39299.5,8815.08,30484.42,86306.59,-784.05,35.64,-1.39,INR
ORD-100838,29-12-2023,FY2023,Q4,December,West,Consumer Goods,Calculator,Small Business,Vikas,3,99861.51,61038.7,38822.81,21671.72,17151.09,91362.6,8498.91,17.17,3.36,INR
ORD-102566,29-12-2023,FY2023,Q4,December,South,Technology,Tablet,Small Business,Priya,12,258138.48,184725.37,73413.11,47570.09,25843.02,248510.15,9628.33,10.01,17.24,INR
ORD-101219,29-12-2023,FY2023,Q4,December,West,Consumer Goods,Headphones,Corporate,Anjali,2,23673.57,16659.35,7014.22,4263.6,2750.62,24596.8,-923.24,11.62,18.56,INR
ORD-101234,29-12-2023,FY2023,Q4,December,Central,Technology,Smartphone,Corporate,Priya,12,329137.97,250960.78,78177.19,33041.96,45135.23,301210.53,27927.45,13.71,22.96,INR
ORD-100676,29-12-2023,FY2023,Q4,December,Central,Consumer Goods,Travel Bag,Corporate,Sneha,18,321283.28,170723.16,150560.12,56623.96,93936.16,355219.34,-33936.06,29.24,-3.93,INR
ORD-104097,29-12-2023,FY2023,Q4,December,West,Healthcare,Gloves,Small Business,Rohit,3,101505.23,78590.01,22915.22,13217.31,9697.92,95060.87,6444.36,9.55,15.11,INR
ORD-103318,29-12-2023,FY2023,Q4,December,South,Furniture,Office Chair,Consumer,Priya,17,397765.34,296166.42,101598.92,46067.29,55531.63,412097.73,-14332.39,13.96,10.43,INR
ORD-103422,29-12-2023,FY2023,Q4,December,Central,Office Supplies,File Folder,Consumer,Priya,2,44908.47,34496.74,10411.72,3796.23,6615.5,49573.18,-4664.71,14.73,22.62,INR
ORD-104347,29-12-2023,FY2023,Q4,December,West,Technology,Printer,Corporate,Rohit,11,105672.62,68642.56,37030.06,16443.23,20586.83,95296.65,10375.97,19.48,1.44,INR
ORD-101106,30-12-2023,FY2023,Q4,December,West,Technology,Monitor,Consumer,Amit,16,331287.89,252736.13,78551.76,70194.38,8357.38,311522.65,19765.24,2.52,-7.07,INR
ORD-101737,30-12-2023,FY2023,Q4,December,Central,Furniture,Conference Table,Consumer,Amit,9,389911.32,263756.25,126155.07,84943.44,41211.63,366314.17,23597.15,10.57,22.61,INR
ORD-104589,30-12-2023,FY2023,Q4,December,West,Office Supplies,Stapler,Consumer,Amit,15,76592.08,52597.28,23994.8,8942.69,15052.11,73686.77,2905.31,19.65,12.56,INR
ORD-103730,30-12-2023,FY2023,Q4,December,East,Technology,Tablet,Small Business,Sneha,18,217258.36,135194.97,82063.39,23500.74,58562.65,228983.96,-11725.61,26.96,15.54,INR
ORD-101598,30-12-2023,FY2023,Q4,December,West,Office Supplies,File Folder,Consumer,Neha,10,168875.36,93879.33,74996.03,28989.61,46006.41,162021.47,6853.88,27.24,-5.7,INR
ORD-100667,31-12-2023,FY2023,Q4,December,West,Furniture,Cabinet,Small Business,Anjali,4,87887.13,46101.11,41786.02,7817.38,33968.64,82808.24,5078.89,38.65,13.55,INR
ORD-102594,31-12-2023,FY2023,Q4,December,North,Office Supplies,Paper Pack,Consumer,Neha,18,545118.52,379786.9,165331.62,63790.24,101541.38,597465.12,-52346.61,18.63,24.93,INR
ORD-103609,31-12-2023,FY2023,Q4,December,Central,Technology,Tablet,Small Business,Amit,7,192469.75,137237.9,55231.85,39340.89,15890.97,212166.9,-19697.15,8.26,14.98,INR
ORD-101246,31-12-2023,FY2023,Q4,December,Central,Office Supplies,File Folder,Corporate,Rohit,16,329601.01,243385.87,86215.14,38776.76,47438.37,298454.22,31146.79,14.39,19.08,INR
ORD-101041,31-12-2023,FY2023,Q4,December,West,Healthcare,Thermometer,Small Business,Rahul,3,23182.54,14943.92,8238.61,3283.7,4954.91,23313.38,-130.84,21.37,4.81,INR
ORD-102655,31-12-2023,FY2023,Q4,December,West,Technology,Tablet,Corporate,Priya,7,181166.05,121026.69,60139.36,23800.66,36338.7,166198.01,14968.04,20.06,23.16,INR
ORD-101924,01-01-2024,FY2024,Q1,January,North,Technology,Smartphone,Small Business,Priya,4,46305.28,33448.67,12856.61,6519.51,6337.1,49918.62,-3613.35,13.69,-7.75,INR
ORD-102273,01-01-2024,FY2024,Q1,January,East,Healthcare,Gloves,Consumer,Anjali,15,636314.27,399720.26,236594.02,59114.54,177479.48,628247.87,8066.4,27.89,11.85,INR
ORD-104493,01-01-2024,FY2024,Q1,January,West,Healthcare,Medical Kit,Consumer,Anjali,15,522946.39,372500.74,150445.65,65415.21,85030.44,564883.05,-41936.66,16.26,10.54,INR
ORD-104059,01-01-2024,FY2024,Q1,January,North,Technology,Smartphone,Consumer,Neha,10,297247.88,170183.92,127063.96,29775.7,97288.26,309111.51,-11863.63,32.73,21.14,INR
ORD-103594,01-01-2024,FY2024,Q1,January,North,Consumer Goods,Calculator,Consumer,Anjali,19,287835.1,161293.97,126541.13,38541.24,87999.89,314374.51,-26539.41,30.57,-6.25,INR
ORD-103721,01-01-2024,FY2024,Q1,January,West,Furniture,Cabinet,Consumer,Vikas,17,653592.3,384040.52,269551.78,109053.75,160498.03,665685.92,-12093.63,24.56,1.71,INR
ORD-103947,02-01-2024,FY2024,Q1,January,South,Office Supplies,Stapler,Small Business,Anjali,16,571212.52,329438.3,241774.22,116171.17,125603.05,571056.57,155.95,21.99,-1.87,INR
ORD-103264,02-01-2024,FY2024,Q1,January,East,Healthcare,Gloves,Consumer,Priya,6,245420.95,178753.27,66667.68,25273.4,41394.29,245488.46,-67.51,16.87,5.38,INR
ORD-103222,02-01-2024,FY2024,Q1,January,Central,Technology,Printer,Corporate,Rahul,6,133407.82,96189.6,37218.22,23090.96,14127.26,143177.24,-9769.42,10.59,-4.31,INR
ORD-104498,02-01-2024,FY2024,Q1,January,South,Technology,Printer,Corporate,Neha,1,11820.9,6614.65,5206.25,2035.47,3170.78,13070.55,-1249.65,26.82,14.05,INR
ORD-104674,02-01-2024,FY2024,Q1,January,North,Consumer Goods,Calculator,Corporate,Sneha,5,10656.91,7662.44,2994.46,1628.97,1365.5,11756.49,-1099.59,12.81,23.22,INR
ORD-104178,03-01-2024,FY2024,Q1,January,East,Technology,Tablet,Corporate,Rohit,12,382381.41,291174.86,91206.55,53654.27,37552.27,356821.98,25559.43,9.82,-6.72,INR
ORD-103974,03-01-2024,FY2024,Q1,January,Central,Consumer Goods,Backpack,Corporate,Priya,13,222339.31,134744.43,87594.88,43393.79,44201.1,232133.93,-9794.62,19.88,22.59,INR
ORD-101936,03-01-2024,FY2024,Q1,January,North,Furniture,Conference Table,Corporate,Anjali,19,929899.87,594507.6,335392.28,176491.09,158901.19,850921.92,78977.95,17.09,5.31,INR
ORD-103276,04-01-2024,FY2024,Q1,January,West,Consumer Goods,Water Bottle,Corporate,Neha,19,859645.27,516304.96,343340.32,160205.01,183135.31,835990.63,23654.65,21.3,-2.36,INR
ORD-102582,04-01-2024,FY2024,Q1,January,East,Consumer Goods,Calculator,Consumer,Priya,5,166866.95,123251.36,43615.59,23832.43,19783.16,157335.81,9531.14,11.86,2.83,INR
ORD-103129,04-01-2024,FY2024,Q1,January,South,Technology,Smartphone,Consumer,Rahul,16,377967.07,215790.62,162176.46,38778.06,123398.39,375287.57,2679.51,32.65,9.59,INR
ORD-103943,05-01-2024,FY2024,Q1,January,West,Technology,Laptop,Corporate,Vikas,8,373703.29,277021.76,96681.53,56181.16,40500.37,410342.99,-36639.7,10.84,15.23,INR
ORD-100319,05-01-2024,FY2024,Q1,January,East,Technology,Tablet,Consumer,Rahul,10,499216.4,340587.57,158628.82,43562.55,115066.27,524746.86,-25530.46,23.05,19.02,INR
ORD-101951,05-01-2024,FY2024,Q1,January,West,Healthcare,First Aid Box,Consumer,Rahul,13,21420.2,14149.46,7270.74,3668.52,3602.22,20893.3,526.9,16.82,24.71,INR
ORD-103261,05-01-2024,FY2024,Q1,January,North,Furniture,Conference Table,Consumer,Priya,11,413478.32,284609.52,128868.81,57115.28,71753.53,393714.11,19764.21,17.35,14.23,INR
ORD-103556,06-01-2024,FY2024,Q1,January,Central,Technology,Tablet,Consumer,Vikas,11,443518.37,295258.11,148260.26,50607.24,97653.03,453814.67,-10296.3,22.02,12.2,INR
ORD-100864,06-01-2024,FY2024,Q1,January,Central,Furniture,Conference Table,Consumer,Vikas,19,73722.97,46216.01,27506.95,15099.67,12407.28,69427.79,4295.18,16.83,24.89,INR
ORD-102165,06-01-2024,FY2024,Q1,January,East,Technology,Laptop,Consumer,Vikas,9,393229.25,223110.11,170119.14,66869.23,103249.91,371364.19,21865.06,26.26,0.79,INR
ORD-104122,06-01-2024,FY2024,Q1,January,Central,Healthcare,Gloves,Consumer,Neha,18,92496.04,56314.72,36181.32,12312.44,23868.87,96242.23,-3746.19,25.81,6.23,INR
ORD-104402,07-01-2024,FY2024,Q1,January,East,Technology,Tablet,Consumer,Amit,1,34009.79,25060.59,8949.21,4132.57,4816.64,30756.08,3253.71,14.16,7.08,INR
ORD-101092,07-01-2024,FY2024,Q1,January,West,Technology,Tablet,Corporate,Sneha,15,162077.27,93949.98,68127.29,14014.47,54112.82,153353.43,8723.84,33.39,12.15,INR
ORD-104911,07-01-2024,FY2024,Q1,January,Central,Furniture,Cabinet,Small Business,Rohit,12,379180.46,234426.66,144753.81,55305.26,89448.55,360229.43,18951.04,23.59,-7.95,INR
ORD-102862,08-01-2024,FY2024,Q1,January,North,Consumer Goods,Travel Bag,Corporate,Neha,18,52589.1,33352.29,19236.81,5456.74,13780.07,49847.82,2741.28,26.2,14.46,INR
ORD-101618,08-01-2024,FY2024,Q1,January,Central,Office Supplies,File Folder,Consumer,Neha,8,31926.73,24210.55,7716.19,5109.06,2607.13,30539.77,1386.96,8.17,3.98,INR
ORD-100505,08-01-2024,FY2024,Q1,January,North,Office Supplies,Stapler,Consumer,Rahul,5,133107.09,86307.87,46799.22,28149.98,18649.25,139562.07,-6454.98,14.01,-0.58,INR
ORD-100534,09-01-2024,FY2024,Q1,January,North,Office Supplies,File Folder,Consumer,Anjali,8,157293.25,85666.94,71626.31,23748.6,47877.71,169432.45,-12139.2,30.44,4.54,INR
ORD-101955,09-01-2024,FY2024,Q1,January,East,Consumer Goods,Calculator,Small Business,Rahul,7,100493.49,54045.04,46448.45,17290.26,29158.19,102137.62,-1644.13,29.02,-3.57,INR
ORD-101070,09-01-2024,FY2024,Q1,January,West,Consumer Goods,Travel Bag,Corporate,Rahul,4,39072.3,24787.11,14285.19,8137.47,6147.72,39291.32,-219.02,15.73,-4.49,INR
ORD-104687,09-01-2024,FY2024,Q1,January,East,Technology,Printer,Small Business,Neha,10,432978.34,247978.7,184999.63,88637.83,96361.8,438743.48,-5765.14,22.26,-1.33,INR
